t_ms,ax,ay,az,norm,dnorm,energy,impact
3301.783,0.07837,-0.99731,-0.24585,1.03016,0.00216,0.00028,0
3303.241,0.07812,-0.99585,-0.24731,1.02907,0.00109,0.00026,0
3304.700,0.07935,-0.98999,-0.23926,1.02158,0.00749,0.00029,0
3306.159,0.07812,-0.99585,-0.24170,1.02773,0.00616,0.00032,0
3307.616,0.08105,-1.00293,-0.23755,1.03386,0.00613,0.00035,0
3309.076,0.08301,-0.99902,-0.23560,1.02978,0.00408,0.00036,0
3310.534,0.08081,-0.99292,-0.23853,1.02436,0.00542,0.00039,0
3312.015,0.07959,-0.99561,-0.24438,1.02825,0.00388,0.00040,0
3313.523,0.07471,-0.99976,-0.24121,1.03115,0.00291,0.00040,0
3315.003,0.07837,-0.99756,-0.23584,1.02805,0.00310,0.00040,0
3316.490,0.08154,-0.99878,-0.23267,1.02876,0.00071,0.00039,0
3317.977,0.07959,-0.99927,-0.24487,1.03191,0.00315,0.00040,0
3319.438,0.07666,-1.00024,-0.24048,1.03160,0.00031,0.00040,0
3320.900,0.07861,-0.99585,-0.23706,1.02669,0.00491,0.00042,0
3322.357,0.08203,-1.00049,-0.23901,1.03191,0.00522,0.00045,0
3323.818,0.07910,-0.99243,-0.24365,1.02496,0.00695,0.00049,0
3325.273,0.08008,-0.99292,-0.23804,1.02419,0.00077,0.00049,0
3326.732,0.07910,-0.99365,-0.24023,1.02534,0.00115,0.00049,0
3328.191,0.07935,-0.99292,-0.23828,1.02419,0.00115,0.00048,0
3329.648,0.08667,-1.00049,-0.23950,1.03240,0.00821,0.00043,0
3331.106,0.08472,-0.99731,-0.24072,1.02945,0.00295,0.00043,0
3332.563,0.07715,-0.99951,-0.24170,1.03121,0.00176,0.00043,0
3334.021,0.08179,-0.99683,-0.24512,1.02977,0.00144,0.00043,0
3335.479,0.08105,-1.00537,-0.23755,1.03623,0.00646,0.00047,0
3336.935,0.07812,-1.00146,-0.23804,1.03233,0.00390,0.00047,0
3338.393,0.08105,-0.99634,-0.24414,1.02901,0.00331,0.00047,0
3339.853,0.07983,-0.99609,-0.24048,1.02782,0.00119,0.00047,0
3341.322,0.08154,-0.99683,-0.23730,1.02792,0.00011,0.00042,0
3342.779,0.07935,-0.99536,-0.24438,1.02799,0.00007,0.00038,0
3344.236,0.08228,-0.99121,-0.24170,1.02357,0.00442,0.00036,0
3345.695,0.08105,-0.99780,-0.24536,1.03072,0.00715,0.00040,0
3347.152,0.07739,-0.99609,-0.24194,1.02797,0.00275,0.00038,0
3348.610,0.08228,-0.99927,-0.24438,1.03200,0.00403,0.00038,0
3350.144,0.07886,-0.99731,-0.24121,1.02910,0.00291,0.00038,0
3351.607,0.07935,-0.99414,-0.23560,1.02475,0.00434,0.00039,0
3353.066,0.08618,-0.99414,-0.23999,1.02632,0.00157,0.00039,0
3354.525,0.07471,-0.99609,-0.23389,1.02591,0.00041,0.00038,0
3355.985,0.07959,-0.99536,-0.24390,1.02789,0.00199,0.00038,0
3357.443,0.07593,-0.99707,-0.24658,1.02991,0.00202,0.00036,0
3358.901,0.08105,-0.99316,-0.25049,1.02747,0.00244,0.00034,0
3360.360,0.08081,-0.99658,-0.24658,1.02981,0.00234,0.00030,0
3361.819,0.08081,-0.99585,-0.24829,1.02951,0.00030,0.00030,0
3363.277,0.07886,-0.99878,-0.24634,1.03173,0.00222,0.00030,0
3364.735,0.07861,-0.99487,-0.23486,1.02524,0.00649,0.00034,0
3366.192,0.07910,-0.99805,-0.24341,1.03034,0.00510,0.00030,0
3367.649,0.07495,-0.99609,-0.24438,1.02837,0.00197,0.00030,0
3369.106,0.08276,-0.99341,-0.23535,1.02426,0.00411,0.00031,0
3370.563,0.07422,-0.99829,-0.23730,1.02879,0.00453,0.00033,0
3372.070,0.07690,-0.99609,-0.24121,1.02776,0.00102,0.00029,0
3373.531,0.08057,-0.99292,-0.24243,1.02526,0.00251,0.00028,0
3374.989,0.08569,-0.98877,-0.24512,1.02230,0.00296,0.00028,0
3376.466,0.07910,-0.99658,-0.23730,1.02750,0.00520,0.00030,0
3377.923,0.08228,-0.99219,-0.24268,1.02474,0.00275,0.00031,0
3379.380,0.08081,-1.00146,-0.24316,1.03373,0.00898,0.00039,0
3380.837,0.07544,-1.00171,-0.23950,1.03270,0.00102,0.00037,0
3382.294,0.07861,-0.99976,-0.23975,1.03110,0.00160,0.00032,0
3383.752,0.08179,-0.99341,-0.25146,1.02800,0.00310,0.00032,0
3385.208,0.08252,-0.99561,-0.23804,1.02699,0.00101,0.00031,0
3386.666,0.08179,-0.99536,-0.23535,1.02607,0.00091,0.00030,0
3388.124,0.07910,-0.99683,-0.23950,1.02824,0.00217,0.00029,0
3389.582,0.07690,-0.99927,-0.24902,1.03270,0.00446,0.00031,0
3391.041,0.07275,-0.99487,-0.24341,1.02680,0.00590,0.00034,0
3392.497,0.07715,-0.99829,-0.24390,1.03054,0.00375,0.00035,0
3393.955,0.07202,-0.99414,-0.23804,1.02478,0.00577,0.00038,0
3395.413,0.08203,-0.99585,-0.23779,1.02713,0.00235,0.00038,0
3396.870,0.08154,-0.99414,-0.23706,1.02526,0.00187,0.00038,0
3398.328,0.08081,-0.99756,-0.23511,1.02807,0.00281,0.00038,0
3399.787,0.08032,-0.99829,-0.23706,1.02919,0.00112,0.00038,0
3401.246,0.07617,-0.99634,-0.24341,1.02846,0.00073,0.00034,0
3402.705,0.07666,-0.99292,-0.23755,1.02381,0.00465,0.00033,0
3404.163,0.07739,-0.99292,-0.23462,1.02319,0.00062,0.00033,0
3405.621,0.07593,-0.99609,-0.24023,1.02746,0.00427,0.00033,0
3407.080,0.07959,-0.99927,-0.24609,1.03220,0.00473,0.00033,0
3408.537,0.07520,-0.99561,-0.24658,1.02844,0.00376,0.00035,0
3409.995,0.07812,-0.99487,-0.25415,1.02979,0.00135,0.00034,0
3411.452,0.08081,-0.99390,-0.24512,1.02686,0.00293,0.00034,0
3412.910,0.08325,-0.99585,-0.23462,1.02650,0.00037,0.00032,0
3414.368,0.08789,-0.99365,-0.24072,1.02617,0.00033,0.00031,0
3415.840,0.08667,-0.99292,-0.24194,1.02564,0.00053,0.00023,0
3417.298,0.08252,-0.99902,-0.24194,1.03121,0.00557,0.00026,0
3418.755,0.07739,-0.99463,-0.24072,1.02627,0.00494,0.00028,0
3420.213,0.07642,-0.99902,-0.23804,1.02983,0.00356,0.00028,0
3421.670,0.07837,-0.99805,-0.23218,1.02769,0.00214,0.00029,0
3423.129,0.07935,-0.99536,-0.23511,1.02582,0.00187,0.00029,0
3424.581,0.07666,-1.00220,-0.24268,1.03401,0.00818,0.00035,0
3426.035,0.08057,-0.99609,-0.24048,1.02787,0.00613,0.00037,0
3427.495,0.07666,-0.99707,-0.23926,1.02824,0.00036,0.00033,0
3428.954,0.08252,-1.00293,-0.23657,1.03375,0.00552,0.00035,0
3430.412,0.07690,-0.99536,-0.23438,1.02547,0.00828,0.00039,0
3431.870,0.07715,-1.00220,-0.24097,1.03364,0.00817,0.00045,0
3433.328,0.08057,-0.99609,-0.24414,1.02874,0.00491,0.00047,0
3434.787,0.08179,-0.99927,-0.24023,1.03099,0.00225,0.00047,0
3436.243,0.07861,-0.99731,-0.24268,1.02942,0.00157,0.00047,0
3437.701,0.07910,-1.00049,-0.24194,1.03236,0.00294,0.00047,0
3439.161,0.08228,-1.00122,-0.23901,1.03264,0.00028,0.00045,0
3440.617,0.08301,-0.99805,-0.23853,1.02951,0.00313,0.00046,0
3442.075,0.07471,-0.99756,-0.24243,1.02931,0.00020,0.00044,0
3443.548,0.08008,-0.99829,-0.23730,1.02923,0.00008,0.00042,0
3445.006,0.08105,-0.99707,-0.23950,1.02863,0.00060,0.00041,0
3446.465,0.07544,-1.00098,-0.23877,1.03182,0.00319,0.00042,0
3447.923,0.08008,-0.99316,-0.23950,1.02477,0.00705,0.00046,0
3449.436,0.07886,-0.99609,-0.24146,1.02797,0.00320,0.00047,0
3450.896,0.08350,-0.99512,-0.24609,1.02849,0.00052,0.00047,0
3452.355,0.07910,-0.99780,-0.23999,1.02930,0.00081,0.00047,0
3453.813,0.07764,-0.99585,-0.24268,1.02793,0.00137,0.00044,0
3455.271,0.07520,-0.99854,-0.23706,1.02904,0.00111,0.00042,0
3456.729,0.07764,-0.99878,-0.23901,1.02991,0.00087,0.00040,0
3458.187,0.08472,-0.99121,-0.23853,1.02302,0.00689,0.00045,0
3459.646,0.07935,-0.99243,-0.23486,1.02293,0.00009,0.00044,0
3461.104,0.08154,-0.99561,-0.23950,1.02725,0.00432,0.00040,0
3462.562,0.08325,-0.99731,-0.24023,1.02921,0.00196,0.00036,0
3464.021,0.07861,-0.99854,-0.23682,1.02924,0.00003,0.00036,0
3465.478,0.08130,-0.99829,-0.24048,1.03006,0.00082,0.00033,0
3466.936,0.08569,-0.99683,-0.24536,1.03015,0.00009,0.00026,0
3468.394,0.08325,-0.99731,-0.24219,1.02967,0.00048,0.00020,0
3469.851,0.07690,-0.99121,-0.24927,1.02496,0.00471,0.00019,0
3471.309,0.07568,-0.99463,-0.24878,1.02806,0.00310,0.00020,0
3472.768,0.08325,-0.99658,-0.23950,1.02833,0.00027,0.00020,0
3474.226,0.08057,-0.99902,-0.24097,1.03083,0.00249,0.00019,0
3475.686,0.08008,-0.99927,-0.23755,1.03023,0.00059,0.00019,0
3477.143,0.08350,-0.99829,-0.24219,1.03064,0.00040,0.00018,0
3478.601,0.07959,-0.99658,-0.24463,1.02925,0.00139,0.00019,0
3480.061,0.07495,-1.00269,-0.24707,1.03539,0.00614,0.00022,0
3481.518,0.07764,-1.00293,-0.24463,1.03525,0.00015,0.00022,0
3482.977,0.07910,-0.99927,-0.24854,1.03275,0.00250,0.00022,0
3484.434,0.08374,-0.99854,-0.24805,1.03228,0.00046,0.00017,0
3485.892,0.07861,-0.99365,-0.24365,1.02611,0.00618,0.00020,0
3487.349,0.07764,-0.99023,-0.24487,1.02301,0.00309,0.00021,0
3488.807,0.07959,-0.99585,-0.23730,1.02682,0.00381,0.00022,0
3490.265,0.08179,-0.99658,-0.23584,1.02737,0.00055,0.00022,0
3491.724,0.07788,-0.99341,-0.23755,1.02438,0.00299,0.00023,0
3493.181,0.08203,-0.99438,-0.23315,1.02464,0.00026,0.00023,0
3494.639,0.07910,-0.99805,-0.23877,1.02925,0.00461,0.00020,0
3496.108,0.07275,-0.99609,-0.23633,1.02633,0.00293,0.00021,0
3497.567,0.07935,-0.99780,-0.24634,1.03082,0.00449,0.00021,0
3499.024,0.08203,-1.00024,-0.23877,1.03161,0.00080,0.00021,0
3500.507,0.07837,-0.99609,-0.24878,1.02968,0.00194,0.00021,0
3501.965,0.08545,-1.00171,-0.24219,1.03411,0.00443,0.00023,0
3503.423,0.08130,-1.00024,-0.23438,1.03055,0.00356,0.00024,0
3504.881,0.07959,-0.99780,-0.23340,1.02782,0.00273,0.00025,0
3506.339,0.07935,-0.99561,-0.23413,1.02584,0.00198,0.00023,0
3507.797,0.08130,-0.99561,-0.23633,1.02649,0.00066,0.00022,0
3509.255,0.07666,-0.99292,-0.23584,1.02342,0.00308,0.00023,0
3510.714,0.08203,-0.99634,-0.24390,1.02903,0.00561,0.00026,0
3512.171,0.08154,-0.99731,-0.23511,1.02789,0.00114,0.00026,0
3513.629,0.07935,-1.00146,-0.23755,1.03231,0.00442,0.00028,0
3515.087,0.08008,-1.00342,-0.24146,1.03516,0.00286,0.00028,0
3516.545,0.08130,-1.00073,-0.23999,1.03231,0.00285,0.00025,0
3518.003,0.08154,-0.98975,-0.24268,1.02232,0.00999,0.00035,0
3519.460,0.08105,-0.99194,-0.24707,1.02546,0.00314,0.00036,0
3520.918,0.08008,-0.99902,-0.23413,1.02921,0.00375,0.00037,0
3522.375,0.07812,-0.99658,-0.24243,1.02862,0.00060,0.00033,0
3523.831,0.07861,-0.99854,-0.25244,1.03295,0.00433,0.00034,0
3525.284,0.07446,-0.99341,-0.25122,1.02738,0.00556,0.00036,0
3526.740,0.08594,-0.99463,-0.24194,1.02723,0.00015,0.00036,0
3528.198,0.08154,-0.99683,-0.24292,1.02923,0.00200,0.00035,0
3529.655,0.07471,-0.99072,-0.24829,1.02409,0.00514,0.00038,0
3531.112,0.07739,-0.99316,-0.24121,1.02496,0.00087,0.00036,0
3532.569,0.08276,-0.99829,-0.24512,1.03127,0.00631,0.00039,0
3534.035,0.08203,-1.00171,-0.24292,1.03400,0.00273,0.00038,0
3535.493,0.07764,-1.00122,-0.24609,1.03394,0.00006,0.00038,0
3536.949,0.07642,-0.99902,-0.23828,1.02989,0.00405,0.00039,0
3538.406,0.08008,-0.99121,-0.23267,1.02130,0.00859,0.00045,0
3539.868,0.08032,-0.99536,-0.23657,1.02624,0.00494,0.00046,0
3541.346,0.07568,-0.99854,-0.24146,1.03010,0.00386,0.00046,0
3542.804,0.08154,-0.99731,-0.23486,1.02784,0.00226,0.00047,0
3544.260,0.07983,-0.99707,-0.24023,1.02871,0.00087,0.00047,0
3545.717,0.07642,-0.99512,-0.24512,1.02771,0.00100,0.00046,0
3547.212,0.08179,-0.98901,-0.23877,1.02071,0.00700,0.00047,0
3548.668,0.08130,-0.99463,-0.23755,1.02583,0.00512,0.00050,0
3550.127,0.07715,-0.99683,-0.24902,1.03035,0.00452,0.00050,0
3551.585,0.07812,-1.00073,-0.24878,1.03415,0.00379,0.00051,0
3553.042,0.08276,-0.99609,-0.24316,1.02868,0.00547,0.00053,0
3554.500,0.07837,-0.99731,-0.23828,1.02838,0.00030,0.00043,0
3555.958,0.07764,-0.99829,-0.23169,1.02776,0.00061,0.00042,0
3557.416,0.07617,-0.99707,-0.22705,1.02543,0.00233,0.00041,0
3558.874,0.07886,-0.99170,-0.24243,1.02394,0.00149,0.00041,0
3560.329,0.07739,-0.99902,-0.24341,1.03116,0.00721,0.00045,0
3561.787,0.08008,-0.99097,-0.23950,1.02264,0.00852,0.00049,0
3563.244,0.07959,-0.98950,-0.24878,1.02340,0.00076,0.00049,0
3564.700,0.07300,-0.99365,-0.23682,1.02409,0.00069,0.00048,0
3566.157,0.07959,-0.99756,-0.24463,1.03019,0.00611,0.00050,0
3567.615,0.07593,-0.99561,-0.24048,1.02705,0.00315,0.00050,0
3569.072,0.08057,-0.99292,-0.23608,1.02378,0.00327,0.00048,0
3570.528,0.08228,-0.99341,-0.24146,1.02564,0.00186,0.00047,0
3571.986,0.08057,-0.99951,-0.24487,1.03222,0.00658,0.00051,0
3573.443,0.07837,-0.99585,-0.24023,1.02741,0.00481,0.00052,0
3574.900,0.07568,-0.99463,-0.23828,1.02557,0.00184,0.00045,0
3576.356,0.07666,-0.99243,-0.23657,1.02311,0.00245,0.00043,0
3577.813,0.08374,-0.99219,-0.23389,1.02282,0.00030,0.00042,0
3579.270,0.08057,-0.99170,-0.23608,1.02259,0.00022,0.00041,0
3580.726,0.08057,-0.99072,-0.23877,1.02227,0.00032,0.00041,0
3582.183,0.07739,-0.99390,-0.24072,1.02556,0.00329,0.00042,0
3583.640,0.07959,-0.99243,-0.23706,1.02345,0.00211,0.00038,0
3585.096,0.08423,-0.99487,-0.24390,1.02779,0.00434,0.00037,0
3586.553,0.08569,-0.99854,-0.24487,1.03169,0.00390,0.00036,0
3588.010,0.07959,-0.99609,-0.24561,1.02901,0.00268,0.00036,0
3589.467,0.07715,-0.99609,-0.23950,1.02738,0.00163,0.00033,0
3590.925,0.07471,-1.00195,-0.23608,1.03210,0.00472,0.00035,0
3592.381,0.07642,-0.99878,-0.23779,1.02954,0.00256,0.00036,0
3593.838,0.08008,-0.99658,-0.23608,1.02729,0.00225,0.00036,0
3595.295,0.08350,-0.99390,-0.24463,1.02696,0.00033,0.00036,0
3596.751,0.08350,-0.99707,-0.23584,1.02798,0.00102,0.00031,0
3598.208,0.08276,-1.00098,-0.24146,1.03301,0.00503,0.00026,0
3599.665,0.07861,-0.99780,-0.24390,1.03018,0.00283,0.00027,0
3601.122,0.07715,-0.99512,-0.24756,1.02835,0.00184,0.00027,0
3602.580,0.08447,-0.99780,-0.24438,1.03076,0.00242,0.00024,0
3604.037,0.07812,-0.99536,-0.23950,1.02675,0.00401,0.00024,0
3605.494,0.08032,-0.99658,-0.24707,1.02989,0.00314,0.00024,0
3606.951,0.07275,-0.99707,-0.24902,1.03027,0.00038,0.00024,0
3608.407,0.07910,-1.00146,-0.24780,1.03470,0.00443,0.00022,0
3609.864,0.08105,-0.99756,-0.24756,1.03101,0.00369,0.00021,0
3611.322,0.08252,-0.99268,-0.24146,1.02495,0.00606,0.00024,0
3612.779,0.08496,-0.99512,-0.24072,1.02734,0.00239,0.00024,0
3614.236,0.08423,-0.99243,-0.22583,1.02128,0.00606,0.00028,0
3615.694,0.08545,-0.99829,-0.23633,1.02944,0.00815,0.00034,0
3617.151,0.08740,-0.99805,-0.23682,1.02947,0.00004,0.00034,0
3618.607,0.08203,-1.00024,-0.24292,1.03258,0.00311,0.00034,0
3620.070,0.08081,-0.99829,-0.24341,1.03071,0.00187,0.00034,0
3621.526,0.08643,-0.99194,-0.23828,1.02382,0.00689,0.00037,0
3622.982,0.08105,-0.99731,-0.23486,1.02780,0.00398,0.00037,0
3624.439,0.08057,-0.99561,-0.23730,1.02666,0.00114,0.00036,0
3625.896,0.07910,-0.99756,-0.24316,1.02981,0.00315,0.00037,0
3627.353,0.08545,-0.99512,-0.23950,1.02709,0.00272,0.00036,0
3628.809,0.08203,-0.99951,-0.25195,1.03404,0.00694,0.00040,0
3630.266,0.08374,-0.99463,-0.24146,1.02694,0.00710,0.00044,0
3631.724,0.08374,-0.99707,-0.24585,1.03034,0.00340,0.00045,0
3633.181,0.08032,-0.99316,-0.24487,1.02606,0.00429,0.00047,0
3634.637,0.07935,-0.99316,-0.23804,1.02437,0.00169,0.00045,0
3636.110,0.07642,-0.99023,-0.24927,1.02398,0.00039,0.00044,0
3637.572,0.08252,-0.99683,-0.24097,1.02885,0.00487,0.00046,0
3639.037,0.07739,-0.99731,-0.24048,1.02881,0.00004,0.00046,0
3640.511,0.07959,-0.99561,-0.24634,1.02871,0.00010,0.00044,0
3641.968,0.07959,-0.99536,-0.24683,1.02859,0.00012,0.00043,0
3643.426,0.07959,-0.99756,-0.23462,1.02786,0.00073,0.00043,0
3644.914,0.08057,-0.99829,-0.23779,1.02938,0.00152,0.00041,0
3646.371,0.07959,-0.99609,-0.24194,1.02814,0.00124,0.00040,0
3647.849,0.08276,-0.99390,-0.24634,1.02731,0.00083,0.00036,0
3649.308,0.07666,-0.99121,-0.24316,1.02348,0.00383,0.00037,0
3650.767,0.07861,-0.99512,-0.24194,1.02712,0.00364,0.00035,0
3652.223,0.08228,-0.99634,-0.24292,1.02882,0.00170,0.00029,0
3653.681,0.07861,-0.99463,-0.24268,1.02682,0.00200,0.00029,0
3655.138,0.07544,-0.99658,-0.22974,1.02550,0.00132,0.00028,0
3656.596,0.07886,-0.99561,-0.23462,1.02591,0.00041,0.00028,0
3658.054,0.08691,-0.99634,-0.23853,1.02817,0.00226,0.00024,0
3659.511,0.08301,-0.99585,-0.24072,1.02789,0.00028,0.00022,0
3660.968,0.08203,-1.00073,-0.24146,1.03271,0.00482,0.00024,0
3662.425,0.07788,-0.99805,-0.24585,1.03083,0.00189,0.00024,0
3663.886,0.07642,-0.99927,-0.23975,1.03046,0.00036,0.00023,0
3665.341,0.08105,-0.99683,-0.24780,1.03036,0.00010,0.00018,0
3666.799,0.08154,-0.99976,-0.23682,1.03065,0.00029,0.00013,0
3668.255,0.07593,-0.99780,-0.24902,1.03121,0.00056,0.00012,0
3669.712,0.07861,-0.99292,-0.24512,1.02574,0.00546,0.00013,0
3671.169,0.07617,-0.99097,-0.23901,1.02223,0.00352,0.00014,0
3672.625,0.08301,-0.99902,-0.23999,1.03079,0.00857,0.00021,0
3674.083,0.07715,-1.00122,-0.24829,1.03443,0.00364,0.00020,0
3675.541,0.07910,-0.99976,-0.24683,1.03281,0.00162,0.00021,0
3676.998,0.08447,-0.99365,-0.24292,1.02640,0.00641,0.00025,0
3678.455,0.07812,-0.99585,-0.24268,1.02796,0.00157,0.00025,0
3679.914,0.07227,-0.99609,-0.24927,1.02935,0.00138,0.00025,0
3681.370,0.08105,-0.99756,-0.24097,1.02945,0.00010,0.00025,0
3682.829,0.08032,-1.00244,-0.24561,1.03521,0.00577,0.00028,0
3684.285,0.08203,-0.99683,-0.24072,1.02876,0.00646,0.00032,0
3685.742,0.07935,-0.99585,-0.24121,1.02771,0.00104,0.00031,0
3687.199,0.07886,-0.99292,-0.24463,1.02565,0.00207,0.00030,0
3688.655,0.07910,-0.99268,-0.23242,1.02259,0.00306,0.00031,0
3690.112,0.08228,-0.99463,-0.24390,1.02740,0.00481,0.00032,0
3691.570,0.08325,-1.00269,-0.24487,1.03551,0.00811,0.00039,0
3693.027,0.08276,-0.99561,-0.24414,1.02844,0.00707,0.00044,0
3694.484,0.08228,-0.99487,-0.24146,1.02706,0.00138,0.00043,0
3695.943,0.08301,-1.00024,-0.24292,1.03266,0.00561,0.00047,0
3697.416,0.07886,-0.99146,-0.24170,1.02353,0.00913,0.00053,0
3698.873,0.07959,-0.99463,-0.23975,1.02621,0.00267,0.00053,0
3700.328,0.08179,-0.99390,-0.24561,1.02705,0.00085,0.00053,0
3701.786,0.07764,-0.99829,-0.24121,1.02995,0.00289,0.00054,0
3703.243,0.08130,-0.99121,-0.24097,1.02332,0.00663,0.00058,0
3704.706,0.08130,-0.99658,-0.23901,1.02806,0.00475,0.00060,0
3706.171,0.08057,-0.99219,-0.24561,1.02530,0.00276,0.00058,0
3707.634,0.08594,-0.99512,-0.23975,1.02719,0.00189,0.00057,0
3709.091,0.07788,-0.99878,-0.23926,1.02999,0.00279,0.00051,0
3710.549,0.08203,-0.99585,-0.23926,1.02747,0.00252,0.00050,0
3712.008,0.08228,-0.99097,-0.24072,1.02310,0.00437,0.00052,0
3713.466,0.07837,-0.99829,-0.25146,1.03245,0.00935,0.00056,0
3714.924,0.08374,-1.00122,-0.23999,1.03298,0.00053,0.00056,0
3716.381,0.07715,-0.99414,-0.23853,1.02526,0.00772,0.00062,0
3717.838,0.07544,-0.99097,-0.24219,1.02292,0.00234,0.00063,0
3719.296,0.07788,-0.99609,-0.24976,1.02988,0.00696,0.00064,0
3720.753,0.08081,-0.99731,-0.23926,1.02879,0.00109,0.00060,0
3722.211,0.07715,-0.99463,-0.24512,1.02729,0.00150,0.00060,0
3723.668,0.07935,-0.99023,-0.24243,1.02256,0.00473,0.00062,0
3725.126,0.07935,-0.99731,-0.24170,1.02925,0.00669,0.00065,0
3726.583,0.08057,-1.00220,-0.24365,1.03453,0.00528,0.00066,0
3728.041,0.08105,-0.99561,-0.24268,1.02796,0.00658,0.00064,0
3729.499,0.07910,-0.99805,-0.23755,1.02897,0.00102,0.00059,0
3730.956,0.08105,-0.99487,-0.23682,1.02588,0.00310,0.00060,0
3732.413,0.07739,-0.99902,-0.24219,1.03087,0.00499,0.00059,0
3733.871,0.07593,-1.00244,-0.23828,1.03317,0.00230,0.00051,0
3735.328,0.07471,-0.99463,-0.24658,1.02746,0.00571,0.00054,0
3736.786,0.08105,-0.99585,-0.23877,1.02728,0.00018,0.00054,0
3738.243,0.07837,-0.99683,-0.24023,1.02836,0.00108,0.00053,0
3739.701,0.07642,-0.99927,-0.23975,1.03046,0.00211,0.00049,0
3741.159,0.07764,-0.99292,-0.24609,1.02590,0.00456,0.00049,0
3742.653,0.08203,-0.99683,-0.24194,1.02904,0.00314,0.00049,0
3744.107,0.08154,-1.00024,-0.24731,1.03359,0.00454,0.00051,0
3745.560,0.07935,-0.99683,-0.24219,1.02889,0.00470,0.00052,0
3747.016,0.08423,-0.99780,-0.24487,1.03086,0.00197,0.00052,0
3748.480,0.08252,-0.99707,-0.24561,1.03018,0.00067,0.00050,0
3749.938,0.08130,-0.99512,-0.24097,1.02710,0.00309,0.00042,0
3751.397,0.07715,-1.00098,-0.23950,1.03212,0.00502,0.00045,0
3752.855,0.07642,-0.99243,-0.24219,1.02441,0.00771,0.00045,0
3754.312,0.08057,-0.99512,-0.23682,1.02608,0.00167,0.00044,0
3755.772,0.07910,-0.99829,-0.23608,1.02887,0.00280,0.00040,0
3757.229,0.07373,-0.98975,-0.23853,1.02075,0.00812,0.00047,0
3758.688,0.08423,-0.99731,-0.23657,1.02844,0.00770,0.00052,0
3760.140,0.07837,-0.99878,-0.24487,1.03134,0.00290,0.00051,0
3761.593,0.08179,-0.99634,-0.23828,1.02769,0.00365,0.00048,0
3763.051,0.08423,-0.99976,-0.22656,1.02856,0.00087,0.00045,0
3764.516,0.07935,-0.99585,-0.23926,1.02726,0.00130,0.00041,0
3765.978,0.07983,-0.99707,-0.24243,1.02922,0.00196,0.00041,0
3767.439,0.08057,-0.99585,-0.23877,1.02724,0.00198,0.00041,0
3768.901,0.07886,-0.99463,-0.24414,1.02719,0.00005,0.00038,0
3770.361,0.08154,-0.99609,-0.24780,1.02969,0.00250,0.00038,0
3771.823,0.07812,-0.99438,-0.24194,1.02637,0.00332,0.00036,0
3773.284,0.07935,-0.99780,-0.24512,1.03053,0.00416,0.00038,0
3774.745,0.07764,-0.99756,-0.24316,1.02970,0.00083,0.00038,0
3776.208,0.07861,-0.99219,-0.23901,1.02359,0.00611,0.00041,0
3777.669,0.07837,-0.99316,-0.24341,1.02556,0.00196,0.00040,0
3779.131,0.07642,-0.99341,-0.23682,1.02410,0.00146,0.00039,0
3780.593,0.08472,-0.99829,-0.24170,1.03062,0.00652,0.00041,0
3782.064,0.08325,-0.99268,-0.24731,1.02640,0.00422,0.00040,0
3783.524,0.08154,-0.98901,-0.23755,1.02041,0.00600,0.00044,0
3784.984,0.08228,-1.00073,-0.23730,1.03177,0.01136,0.00057,0
3786.445,0.08496,-0.99561,-0.24292,1.02833,0.00344,0.00057,0
3787.906,0.08081,-0.99536,-0.24829,1.02904,0.00071,0.00054,0
3789.375,0.08008,-0.99805,-0.24585,1.03100,0.00196,0.00049,0
3790.837,0.08203,-0.99292,-0.24146,1.02514,0.00585,0.00052,0
3792.297,0.07886,-0.99658,-0.23901,1.02787,0.00273,0.00052,0
3793.758,0.07910,-0.99194,-0.23438,1.02232,0.00555,0.00048,0
3795.217,0.08350,-0.98486,-0.23535,1.01603,0.00629,0.00046,0
3796.678,0.08032,-1.00098,-0.23608,1.03157,0.01554,0.00070,0
3798.140,0.07886,-1.00122,-0.24536,1.03386,0.00229,0.00069,0
3799.602,0.08081,-0.99316,-0.24268,1.02557,0.00829,0.00076,0
3801.062,0.07690,-0.99683,-0.24463,1.02928,0.00371,0.00077,0
3802.523,0.07593,-0.99292,-0.23901,1.02410,0.00518,0.00079,0
3803.986,0.07715,-0.99463,-0.23926,1.02591,0.00180,0.00079,0
3805.445,0.08057,-0.99609,-0.25171,1.03056,0.00465,0.00081,0
3806.908,0.08252,-0.99829,-0.24902,1.03219,0.00163,0.00081,0
3808.368,0.08228,-0.99854,-0.23999,1.03026,0.00192,0.00080,0
3809.829,0.08618,-0.99756,-0.24756,1.03142,0.00116,0.00079,0
3811.289,0.08057,-0.99414,-0.23877,1.02558,0.00584,0.00082,0
3812.745,0.07422,-0.99536,-0.24146,1.02691,0.00133,0.00078,0
3814.202,0.07788,-0.99194,-0.23828,1.02313,0.00378,0.00079,0
3815.663,0.07471,-0.99536,-0.23608,1.02570,0.00257,0.00080,0
3817.124,0.07910,-0.99463,-0.24243,1.02680,0.00110,0.00076,0
3818.586,0.07617,-1.00269,-0.24927,1.03601,0.00921,0.00082,0
3820.048,0.07910,-0.99927,-0.24805,1.03263,0.00338,0.00080,0
3821.509,0.08374,-0.99585,-0.23584,1.02682,0.00581,0.00071,0
3822.969,0.07983,-0.99609,-0.24805,1.02961,0.00280,0.00070,0
