t_ms,ax,ay,az,norm,dnorm,energy,impact
13764.448,0.08154,-0.99463,-0.24829,1.02839,0.00128,0.00045,0
13765.905,0.08154,-0.99731,-0.24341,1.02982,0.00143,0.00037,0
13767.363,0.07764,-0.99268,-0.24512,1.02543,0.00439,0.00038,0
13768.819,0.07520,-0.99731,-0.23584,1.02758,0.00214,0.00033,0
13770.277,0.08154,-0.99438,-0.23975,1.02612,0.00145,0.00033,0
13771.735,0.08936,-0.99902,-0.24194,1.03178,0.00566,0.00034,0
13773.206,0.08179,-1.00000,-0.24390,1.03256,0.00078,0.00033,0
13774.662,0.07935,-0.99756,-0.24219,1.02960,0.00296,0.00033,0
13776.119,0.08081,-0.99170,-0.23706,1.02284,0.00676,0.00038,0
13777.575,0.08057,-0.99829,-0.24023,1.02995,0.00711,0.00043,0
13779.033,0.07861,-0.99658,-0.23535,1.02701,0.00294,0.00040,0
13780.593,0.07983,-0.99561,-0.24292,1.02792,0.00091,0.00036,0
13782.052,0.08228,-0.99609,-0.24219,1.02841,0.00049,0.00035,0
13783.509,0.07910,-0.99829,-0.24316,1.03052,0.00211,0.00036,0
13784.965,0.08862,-1.00098,-0.24585,1.03453,0.00401,0.00036,0
13786.424,0.07593,-0.99146,-0.23975,1.02285,0.01168,0.00050,0
13787.884,0.08081,-0.99292,-0.24170,1.02510,0.00225,0.00050,0
13789.345,0.08057,-0.99512,-0.24707,1.02849,0.00339,0.00051,0
13790.805,0.08252,-0.99951,-0.24463,1.03232,0.00383,0.00049,0
13792.263,0.07520,-0.99731,-0.24194,1.02899,0.00332,0.00049,0
13793.721,0.07861,-0.99243,-0.23926,1.02389,0.00511,0.00048,0
13795.178,0.07861,-0.99072,-0.24438,1.02344,0.00044,0.00043,0
13796.630,0.07544,-0.99707,-0.24341,1.02912,0.00568,0.00045,0
13798.099,0.07983,-0.99805,-0.23730,1.02897,0.00015,0.00044,0
13799.558,0.08032,-0.99756,-0.23779,1.02865,0.00032,0.00043,0
13801.014,0.07861,-0.99658,-0.24512,1.02929,0.00064,0.00043,0
13802.472,0.07690,-1.00073,-0.24780,1.03382,0.00453,0.00045,0
13803.932,0.07764,-0.99854,-0.24048,1.03001,0.00381,0.00045,0
13805.389,0.07788,-0.99561,-0.24219,1.02759,0.00242,0.00045,0
13806.847,0.07812,-0.99341,-0.24292,1.02566,0.00194,0.00045,0
13808.305,0.07837,-0.99609,-0.24512,1.02880,0.00314,0.00043,0
13809.763,0.07935,-0.99805,-0.23853,1.02922,0.00042,0.00043,0
13811.220,0.07715,-0.99829,-0.24341,1.03043,0.00121,0.00042,0
13812.676,0.07739,-0.99756,-0.24951,1.03120,0.00077,0.00038,0
13814.134,0.07666,-0.99561,-0.24316,1.02773,0.00346,0.00034,0
13815.596,0.07666,-0.99756,-0.23608,1.02798,0.00024,0.00033,0
13817.053,0.08179,-0.99609,-0.24023,1.02791,0.00006,0.00033,0
13818.510,0.08228,-0.99390,-0.24097,1.02599,0.00192,0.00033,0
13819.967,0.07959,-0.99268,-0.24146,1.02471,0.00128,0.00033,0
13821.426,0.08447,-0.99707,-0.24316,1.02976,0.00505,0.00034,0
13822.884,0.08325,-0.99707,-0.24780,1.03077,0.00101,0.00020,0
13824.341,0.08203,-0.99609,-0.24097,1.02810,0.00267,0.00020,0
13825.798,0.07837,-0.99854,-0.23755,1.02939,0.00129,0.00019,0
13827.258,0.07959,-0.99438,-0.22754,1.02319,0.00620,0.00022,0
13828.715,0.08057,-0.99951,-0.23242,1.02934,0.00615,0.00024,0
13830.172,0.07910,-0.99707,-0.23389,1.02719,0.00215,0.00022,0
13831.628,0.07861,-1.00244,-0.23926,1.03359,0.00641,0.00026,0
13833.084,0.08276,-0.99927,-0.24731,1.03274,0.00085,0.00023,0
13834.541,0.07666,-0.99707,-0.25049,1.03091,0.00183,0.00024,0
13835.997,0.07764,-0.99756,-0.25244,1.03193,0.00102,0.00024,0
13837.454,0.08398,-0.99756,-0.24463,1.03054,0.00139,0.00024,0
13838.915,0.08008,-0.99927,-0.23828,1.03040,0.00014,0.00022,0
13840.371,0.08228,-0.99658,-0.24243,1.02894,0.00146,0.00021,0
13841.829,0.07910,-0.99683,-0.24097,1.02858,0.00036,0.00020,0
13843.286,0.08252,-0.99805,-0.24170,1.03021,0.00162,0.00020,0
13844.742,0.07544,-1.00098,-0.24072,1.03228,0.00207,0.00019,0
13846.198,0.07690,-0.99927,-0.24390,1.03147,0.00080,0.00019,0
13847.655,0.07910,-1.00269,-0.24731,1.03576,0.00429,0.00021,0
13849.111,0.08252,-0.99512,-0.23438,1.02567,0.01009,0.00031,0
13850.573,0.07959,-0.98975,-0.24683,1.02316,0.00251,0.00031,0
13852.029,0.08057,-0.99438,-0.23657,1.02531,0.00215,0.00031,0
13853.486,0.08057,-0.99585,-0.23145,1.02556,0.00025,0.00031,0
13854.944,0.08081,-0.99780,-0.23608,1.02853,0.00297,0.00032,0
13856.399,0.08203,-0.99609,-0.23682,1.02714,0.00139,0.00032,0
13857.856,0.08350,-0.99854,-0.23804,1.02991,0.00277,0.00030,0
13859.336,0.08081,-1.00073,-0.24805,1.03418,0.00427,0.00032,0
13860.794,0.08057,-0.99805,-0.24048,1.02977,0.00441,0.00033,0
13862.255,0.07715,-1.00098,-0.24414,1.03320,0.00344,0.00034,0
13863.715,0.07983,-1.00049,-0.24414,1.03294,0.00027,0.00030,0
13865.172,0.07886,-0.99902,-0.23535,1.02940,0.00354,0.00027,0
13866.629,0.07397,-0.99731,-0.23633,1.02760,0.00180,0.00027,0
13868.085,0.07812,-1.00073,-0.24170,1.03247,0.00487,0.00026,0
13869.543,0.08472,-0.99780,-0.23535,1.02868,0.00379,0.00027,0
13871.000,0.07886,-0.99951,-0.23901,1.03071,0.00204,0.00027,0
13872.456,0.08008,-0.99438,-0.24146,1.02641,0.00430,0.00029,0
13873.916,0.07544,-0.99829,-0.23511,1.02837,0.00196,0.00029,0
13875.373,0.07959,-0.99487,-0.24048,1.02661,0.00176,0.00029,0
13876.906,0.07666,-0.99536,-0.24365,1.02761,0.00100,0.00029,0
13878.362,0.07690,-0.99438,-0.24756,1.02762,0.00001,0.00029,0
13879.820,0.08423,-1.00488,-0.24316,1.03731,0.00969,0.00038,0
13881.277,0.07910,-0.99951,-0.24585,1.03234,0.00497,0.00040,0
13882.750,0.07886,-0.99976,-0.23535,1.03011,0.00223,0.00041,0
13884.205,0.07910,-0.99585,-0.24878,1.02950,0.00061,0.00039,0
13885.667,0.08472,-0.99365,-0.23071,1.02360,0.00590,0.00032,0
13887.125,0.08154,-0.99219,-0.24170,1.02445,0.00086,0.00032,0
13888.582,0.07715,-0.99390,-0.24292,1.02606,0.00160,0.00031,0
13890.040,0.07690,-0.99536,-0.24365,1.02763,0.00157,0.00032,0
13891.498,0.08350,-0.99170,-0.24756,1.02554,0.00209,0.00031,0
13892.954,0.08154,-0.99683,-0.23608,1.02764,0.00211,0.00032,0
13894.411,0.07666,-0.99683,-0.23315,1.02660,0.00105,0.00031,0
13895.869,0.07227,-0.99658,-0.23730,1.02699,0.00040,0.00029,0
13897.324,0.07422,-0.99951,-0.23975,1.03054,0.00355,0.00028,0
13898.783,0.07886,-0.99243,-0.24219,1.02459,0.00594,0.00031,0
13900.246,0.08252,-0.99756,-0.23682,1.02860,0.00400,0.00032,0
13901.702,0.08374,-0.99609,-0.23755,1.02745,0.00115,0.00031,0
13903.161,0.07227,-0.99683,-0.24487,1.02900,0.00156,0.00031,0
13904.617,0.08008,-0.99854,-0.24878,1.03217,0.00317,0.00030,0
13906.075,0.07300,-0.99219,-0.24316,1.02416,0.00802,0.00035,0
13907.557,0.08105,-0.99023,-0.24438,1.02316,0.00099,0.00034,0
13909.014,0.07764,-0.99243,-0.24243,1.02456,0.00140,0.00033,0
13910.471,0.07837,-0.98730,-0.24316,1.01982,0.00473,0.00035,0
13911.938,0.07788,-0.99487,-0.23730,1.02574,0.00592,0.00038,0
13913.398,0.07788,-0.99731,-0.24731,1.03047,0.00472,0.00040,0
13914.856,0.07764,-0.99658,-0.23462,1.02677,0.00370,0.00041,0
13916.312,0.07935,-0.99854,-0.23071,1.02791,0.00114,0.00032,0
13917.769,0.08276,-0.99390,-0.24487,1.02696,0.00095,0.00030,0
13919.227,0.07666,-0.99365,-0.23975,1.02504,0.00192,0.00030,0
13920.682,0.07886,-0.99951,-0.23926,1.03077,0.00573,0.00033,0
13922.150,0.07690,-0.99561,-0.24072,1.02718,0.00359,0.00031,0
13923.606,0.07520,-0.99707,-0.24854,1.03033,0.00315,0.00032,0
13925.062,0.08325,-0.99414,-0.24658,1.02764,0.00268,0.00032,0
13926.534,0.07642,-0.99902,-0.25049,1.03278,0.00514,0.00034,0
13928.015,0.07349,-0.99707,-0.24756,1.02997,0.00281,0.00035,0
13929.485,0.07861,-0.99609,-0.23657,1.02682,0.00315,0.00035,0
13931.007,0.08105,-0.99927,-0.24585,1.03225,0.00544,0.00038,0
13932.548,0.08154,-0.99854,-0.24316,1.03095,0.00131,0.00038,0
13934.027,0.07788,-0.99536,-0.24170,1.02724,0.00370,0.00038,0
13935.553,0.08325,-0.99463,-0.24390,1.02747,0.00023,0.00035,0
13937.039,0.08252,-0.99463,-0.23853,1.02615,0.00132,0.00033,0
13938.517,0.07642,-1.00000,-0.24438,1.03226,0.00611,0.00037,0
13939.978,0.07422,-0.99585,-0.23926,1.02687,0.00539,0.00040,0
13941.435,0.08081,-1.00098,-0.24146,1.03285,0.00598,0.00042,0
13942.892,0.07812,-0.99731,-0.24194,1.02921,0.00364,0.00037,0
13944.347,0.07739,-1.00000,-0.24170,1.03170,0.00249,0.00038,0
13946.015,0.07495,-0.99487,-0.24976,1.02848,0.00322,0.00039,0
13947.502,0.07910,-0.99585,-0.24097,1.02764,0.00084,0.00036,0
13948.979,0.08057,-0.99268,-0.23950,1.02433,0.00330,0.00034,0
13950.457,0.08008,-0.99219,-0.24390,1.02486,0.00053,0.00032,0
13951.951,0.08252,-0.99805,-0.23950,1.02969,0.00484,0.00033,0
13953.441,0.07812,-0.99390,-0.23999,1.02544,0.00425,0.00034,0
13954.920,0.07471,-0.99756,-0.24097,1.02897,0.00352,0.00036,0
13956.389,0.08130,-0.99292,-0.24487,1.02590,0.00307,0.00036,0
13957.870,0.07642,-0.99536,-0.23999,1.02673,0.00084,0.00033,0
13959.344,0.08252,-0.99780,-0.24512,1.03078,0.00405,0.00033,0
13960.798,0.07666,-0.99854,-0.23999,1.02983,0.00095,0.00032,0
13962.242,0.08057,-0.99609,-0.23633,1.02691,0.00292,0.00032,0
13963.702,0.07910,-0.99536,-0.23901,1.02671,0.00020,0.00030,0
13965.162,0.08252,-1.00098,-0.24097,1.03287,0.00617,0.00033,0
13966.619,0.07471,-0.99512,-0.24414,1.02735,0.00553,0.00035,0
13968.074,0.08228,-0.99438,-0.24609,1.02768,0.00033,0.00032,0
13969.529,0.07715,-0.99658,-0.24561,1.02930,0.00161,0.00032,0
13970.983,0.08179,-0.99756,-0.23779,1.02877,0.00053,0.00031,0
13972.441,0.08179,-0.99634,-0.23682,1.02736,0.00141,0.00031,0
13973.979,0.07861,-0.99609,-0.24487,1.02876,0.00140,0.00031,0
13975.438,0.07910,-0.99609,-0.23682,1.02691,0.00185,0.00028,0
13976.897,0.07642,-0.99609,-0.23853,1.02710,0.00019,0.00025,0
13978.354,0.07959,-1.00195,-0.25244,1.03633,0.00922,0.00030,0
13979.813,0.08105,-0.99390,-0.25024,1.02812,0.00821,0.00035,0
13981.270,0.07764,-0.99854,-0.23999,1.02990,0.00178,0.00035,0
13982.728,0.07764,-0.99854,-0.23877,1.02962,0.00028,0.00034,0
13984.182,0.07764,-1.00610,-0.24976,1.03954,0.00993,0.00043,0
13985.595,0.07959,-1.00171,-0.24048,1.03324,0.00630,0.00046,0
13987.053,0.07983,-0.99927,-0.23291,1.02915,0.00409,0.00048,0
13988.511,0.07593,-1.00024,-0.23999,1.03143,0.00228,0.00046,0
13989.968,0.08325,-0.99561,-0.24438,1.02854,0.00289,0.00045,0
13991.425,0.07617,-1.00122,-0.24365,1.03325,0.00472,0.00046,0
13992.881,0.07837,-0.99902,-0.24243,1.03100,0.00225,0.00046,0
13994.339,0.07617,-0.98975,-0.24927,1.02349,0.00751,0.00051,0
13995.796,0.07544,-0.99463,-0.23657,1.02516,0.00166,0.00050,0
13997.271,0.07715,-0.99683,-0.24243,1.02878,0.00362,0.00051,0
13998.747,0.08179,-0.99365,-0.24585,1.02688,0.00190,0.00051,0
14000.204,0.07739,-0.99536,-0.23950,1.02669,0.00019,0.00051,0
14001.660,0.07544,-0.98950,-0.23438,1.01967,0.00702,0.00052,0
14003.117,0.08203,-0.99292,-0.23706,1.02412,0.00444,0.00051,0
14004.570,0.07935,-0.99805,-0.23242,1.02782,0.00370,0.00052,0
14006.022,0.08252,-0.99829,-0.23608,1.02914,0.00132,0.00052,0
14007.479,0.08032,-0.99609,-0.24634,1.02924,0.00010,0.00052,0
14008.941,0.07617,-0.99170,-0.23706,1.02248,0.00676,0.00056,0
14010.398,0.07251,-0.99951,-0.23364,1.02901,0.00653,0.00060,0
14011.855,0.07861,-0.99854,-0.23950,1.02986,0.00085,0.00060,0
14013.311,0.08008,-0.99658,-0.24097,1.02842,0.00144,0.00060,0
14014.768,0.08276,-0.99561,-0.23950,1.02735,0.00108,0.00052,0
14016.225,0.07739,-0.99658,-0.24365,1.02885,0.00150,0.00045,0
14017.682,0.08032,-0.99805,-0.23926,1.02946,0.00061,0.00045,0
14019.138,0.08618,-0.99561,-0.23242,1.02600,0.00346,0.00046,0
14020.596,0.08521,-0.99463,-0.23853,1.02637,0.00037,0.00036,0
14022.051,0.08130,-1.00000,-0.24048,1.03172,0.00534,0.00035,0
14023.509,0.08301,-0.99805,-0.23950,1.02973,0.00198,0.00034,0
14024.966,0.07715,-0.99731,-0.24390,1.02960,0.00013,0.00034,0
14026.423,0.07349,-0.99731,-0.24121,1.02870,0.00090,0.00033,0
14027.881,0.07886,-0.99805,-0.24731,1.03125,0.00255,0.00031,0
14029.337,0.07837,-0.99658,-0.23828,1.02767,0.00359,0.00032,0
14030.805,0.07935,-0.99805,-0.23389,1.02815,0.00049,0.00026,0
14032.266,0.07593,-0.99756,-0.23877,1.02854,0.00039,0.00026,0
14033.723,0.07642,-0.99365,-0.23975,1.02502,0.00352,0.00026,0
14035.182,0.08032,-0.99365,-0.24243,1.02595,0.00093,0.00026,0
14036.637,0.07642,-0.99292,-0.24268,1.02500,0.00095,0.00026,0
14038.094,0.08447,-0.99634,-0.23560,1.02729,0.00229,0.00021,0
14039.552,0.08008,-0.99927,-0.23169,1.02890,0.00160,0.00020,0
14041.009,0.08008,-0.99219,-0.23657,1.02314,0.00576,0.00022,0
14042.467,0.07349,-0.99585,-0.23828,1.02659,0.00345,0.00023,0
14043.926,0.07397,-0.99707,-0.23755,1.02764,0.00105,0.00023,0
14045.379,0.07544,-0.99561,-0.23682,1.02616,0.00148,0.00018,0
14046.852,0.07593,-0.99731,-0.23804,1.02814,0.00198,0.00015,0
14048.307,0.07910,-0.99658,-0.24463,1.02921,0.00108,0.00015,0
14049.766,0.08667,-0.99146,-0.24219,1.02428,0.00493,0.00017,0
14051.224,0.07471,-0.99731,-0.23730,1.02788,0.00360,0.00018,0
14052.680,0.07593,-0.99536,-0.25146,1.02944,0.00156,0.00018,0
14054.149,0.08179,-0.99561,-0.23853,1.02704,0.00240,0.00019,0
14055.614,0.08301,-0.98926,-0.24194,1.02179,0.00525,0.00020,0
14057.070,0.07642,-1.00049,-0.23682,1.03097,0.00918,0.00029,0
14058.528,0.07520,-0.99854,-0.24048,1.02983,0.00114,0.00026,0
14059.984,0.07886,-0.99585,-0.24194,1.02785,0.00199,0.00026,0
14061.441,0.08301,-0.99194,-0.23877,1.02365,0.00420,0.00028,0
14062.902,0.07959,-0.99536,-0.24048,1.02709,0.00344,0.00029,0
14064.356,0.08276,-0.99341,-0.23560,1.02431,0.00278,0.00029,0
14065.814,0.07910,-0.99463,-0.24683,1.02785,0.00353,0.00029,0
14067.275,0.07593,-0.99536,-0.24219,1.02721,0.00063,0.00029,0
14068.731,0.07910,-0.99707,-0.24512,1.02980,0.00259,0.00029,0
14070.268,0.07983,-0.99512,-0.24683,1.02837,0.00143,0.00028,0
14071.726,0.07959,-0.99341,-0.23926,1.02491,0.00347,0.00030,0
14073.204,0.07495,-1.00342,-0.23608,1.03354,0.00863,0.00037,0
14074.666,0.08057,-1.00098,-0.23975,1.03244,0.00110,0.00036,0
14076.123,0.07910,-0.99854,-0.23364,1.02855,0.00388,0.00038,0
14077.580,0.07715,-0.99756,-0.23608,1.02801,0.00054,0.00034,0
14079.038,0.07837,-0.99438,-0.23755,1.02536,0.00265,0.00034,0
14080.494,0.07959,-0.99390,-0.23413,1.02420,0.00117,0.00034,0
14081.951,0.08081,-0.99438,-0.23853,1.02578,0.00158,0.00034,0
14083.408,0.07959,-0.99609,-0.24487,1.02883,0.00305,0.00035,0
14084.864,0.08350,-0.99927,-0.23779,1.03056,0.00173,0.00035,0
14086.329,0.08008,-1.00000,-0.25073,1.03406,0.00350,0.00034,0
14087.788,0.07910,-0.99634,-0.24292,1.02857,0.00549,0.00035,0
14089.255,0.07837,-0.99243,-0.23779,1.02353,0.00504,0.00038,0
14090.762,0.08276,-0.99512,-0.24194,1.02745,0.00392,0.00039,0
14092.233,0.07788,-0.99146,-0.24609,1.02451,0.00294,0.00037,0
14093.703,0.07495,-0.99536,-0.24023,1.02668,0.00218,0.00029,0
14095.206,0.07715,-0.99292,-0.23657,1.02363,0.00306,0.00029,0
14096.723,0.07886,-0.99609,-0.23804,1.02717,0.00355,0.00030,0
14098.204,0.08154,-1.00073,-0.24731,1.03406,0.00689,0.00033,0
14099.662,0.07690,-0.99658,-0.23633,1.02710,0.00696,0.00037,0
14101.119,0.08105,-0.99194,-0.24170,1.02418,0.00293,0.00037,0
14102.578,0.08081,-0.99731,-0.23755,1.02839,0.00422,0.00038,0
14104.040,0.07495,-0.99414,-0.23853,1.02510,0.00330,0.00039,0
14105.502,0.08130,-1.00024,-0.23950,1.03173,0.00663,0.00042,0
14106.962,0.08032,-0.99756,-0.23975,1.02910,0.00262,0.00043,0
14108.422,0.08203,-1.00171,-0.24341,1.03412,0.00501,0.00044,0
14109.894,0.08447,-0.99438,-0.23877,1.02613,0.00798,0.00043,0
14111.353,0.07983,-0.98999,-0.24756,1.02359,0.00254,0.00044,0
14112.810,0.08032,-0.99292,-0.24536,1.02594,0.00234,0.00043,0
14114.267,0.08081,-0.99390,-0.23877,1.02536,0.00057,0.00043,0
14115.725,0.07837,-0.99292,-0.24805,1.02643,0.00107,0.00042,0
14117.220,0.08203,-0.99048,-0.24316,1.02318,0.00325,0.00043,0
14118.680,0.07812,-1.00098,-0.23950,1.03219,0.00901,0.00051,0
14120.136,0.08301,-0.99902,-0.24072,1.03096,0.00123,0.00050,0
14121.594,0.08130,-0.99658,-0.23608,1.02739,0.00358,0.00051,0
14123.062,0.07739,-1.00000,-0.24194,1.03176,0.00437,0.00052,0
14124.521,0.08276,-0.99023,-0.23999,1.02226,0.00950,0.00058,0
14125.978,0.07739,-0.99268,-0.23730,1.02358,0.00132,0.00055,0
14127.438,0.07617,-0.99414,-0.24121,1.02582,0.00224,0.00054,0
14128.886,0.07886,-0.99536,-0.23633,1.02607,0.00025,0.00054,0
14130.346,0.08057,-0.99634,-0.23828,1.02760,0.00153,0.00053,0
14131.804,0.08081,-0.99512,-0.24268,1.02746,0.00014,0.00052,0
14133.264,0.08325,-0.99512,-0.24634,1.02853,0.00107,0.00051,0
14134.720,0.08057,-0.99878,-0.23120,1.02835,0.00018,0.00046,0
14136.177,0.07837,-0.99170,-0.23901,1.02310,0.00525,0.00044,0
14137.634,0.08130,-1.00049,-0.23853,1.03174,0.00864,0.00051,0
14139.091,0.07837,-0.99878,-0.24243,1.03076,0.00097,0.00049,0
14140.552,0.08032,-0.99731,-0.24365,1.02978,0.00098,0.00048,0
14142.009,0.07544,-0.99976,-0.23828,1.03052,0.00074,0.00044,0
14143.467,0.08130,-0.99585,-0.23706,1.02690,0.00362,0.00045,0
14144.924,0.07812,-0.99585,-0.23999,1.02733,0.00043,0.00042,0
14146.383,0.08228,-0.99487,-0.23828,1.02631,0.00102,0.00036,0
14147.841,0.07812,-0.99878,-0.23779,1.02966,0.00335,0.00036,0
14149.312,0.07617,-0.99390,-0.23901,1.02507,0.00460,0.00038,0
14150.779,0.07910,-0.99536,-0.24170,1.02734,0.00227,0.00038,0
14152.247,0.08008,-0.99414,-0.24390,1.02675,0.00059,0.00038,0
14153.708,0.08252,-1.00049,-0.24707,1.03384,0.00709,0.00042,0
14155.169,0.07739,-0.99658,-0.24927,1.03019,0.00365,0.00035,0
14156.656,0.07495,-0.99585,-0.22925,1.02464,0.00555,0.00038,0
14158.128,0.07642,-0.99243,-0.23999,1.02389,0.00075,0.00037,0
14159.589,0.07666,-0.99976,-0.24414,1.03199,0.00809,0.00042,0
14161.047,0.07593,-0.99731,-0.23535,1.02752,0.00447,0.00035,0
14162.509,0.08496,-0.99341,-0.23682,1.02477,0.00274,0.00035,0
14163.976,0.08545,-0.99585,-0.23389,1.02651,0.00174,0.00035,0
14165.437,0.08203,-0.99902,-0.25073,1.03327,0.00676,0.00040,0
14166.957,0.07959,-1.00366,-0.24390,1.03593,0.00266,0.00040,0
14168.416,0.07422,-0.99512,-0.24634,1.02784,0.00810,0.00047,0
14169.875,0.07373,-0.99780,-0.23901,1.02868,0.00084,0.00047,0
14171.333,0.08325,-0.99219,-0.23169,1.02228,0.00640,0.00051,0
14172.785,0.08008,-0.99585,-0.23608,1.02658,0.00430,0.00050,0
14174.245,0.07544,-0.99463,-0.24072,1.02612,0.00046,0.00042,0
14175.711,0.07520,-0.99585,-0.24512,1.02833,0.00220,0.00043,0
14177.175,0.07739,-0.99292,-0.24194,1.02490,0.00343,0.00044,0
14178.634,0.08154,-0.99097,-0.23706,1.02218,0.00271,0.00045,0
14180.088,0.08447,-0.99170,-0.23389,1.02240,0.00022,0.00043,0
14181.551,0.08203,-0.99902,-0.23853,1.03037,0.00797,0.00050,0
14183.033,0.08008,-0.99927,-0.24146,1.03114,0.00077,0.00050,0
14184.497,0.08325,-0.99561,-0.23975,1.02744,0.00370,0.00050,0
14185.957,0.08789,-0.99609,-0.24512,1.02957,0.00212,0.00048,0
14187.415,0.07739,-0.99585,-0.23511,1.02615,0.00342,0.00049,0
14188.873,0.07617,-0.99365,-0.23804,1.02460,0.00155,0.00049,0
14190.335,0.08301,-0.99707,-0.24414,1.02988,0.00527,0.00047,0
14191.796,0.07935,-0.99536,-0.24731,1.02869,0.00119,0.00046,0
14193.251,0.08276,-0.99683,-0.24487,1.02979,0.00110,0.00043,0
14194.783,0.07812,-0.99609,-0.24365,1.02843,0.00136,0.00043,0
14196.267,0.08276,-0.99268,-0.23560,1.02360,0.00483,0.00039,0
14197.732,0.08179,-0.99316,-0.23315,1.02344,0.00016,0.00037,0
14199.190,0.08081,-0.99927,-0.23999,1.03085,0.00742,0.00041,0
14200.648,0.07959,-0.99512,-0.23560,1.02572,0.00514,0.00044,0
14202.112,0.08838,-0.99536,-0.23218,1.02590,0.00018,0.00039,0
14203.573,0.08081,-0.99194,-0.23291,1.02212,0.00378,0.00040,0
14205.032,0.07715,-0.99683,-0.23926,1.02804,0.00592,0.00037,0
14206.493,0.07764,-1.00293,-0.23560,1.03315,0.00511,0.00039,0
14207.981,0.07446,-0.99927,-0.23413,1.02903,0.00412,0.00037,0
14209.458,0.08008,-0.99805,-0.23486,1.02843,0.00060,0.00035,0
14210.953,0.07886,-0.99658,-0.24585,1.02948,0.00105,0.00035,0
14212.454,0.07959,-0.99854,-0.23486,1.02887,0.00062,0.00035,0
14213.903,0.07690,-0.99829,-0.23706,1.02893,0.00006,0.00034,0
14215.360,0.08105,-0.99658,-0.23511,1.02714,0.00179,0.00033,0
14216.990,0.08521,-1.00073,-0.23853,1.03229,0.00515,0.00036,0
14218.482,0.08398,-0.99487,-0.24365,1.02771,0.00458,0.00031,0
14220.011,0.08398,-0.99634,-0.24097,1.02850,0.00079,0.00031,0
14221.496,0.07983,-0.99585,-0.24170,1.02787,0.00063,0.00030,0
14222.960,0.07544,-0.99854,-0.24414,1.03071,0.00285,0.00031,0
14224.418,0.07837,-0.99585,-0.23926,1.02718,0.00353,0.00031,0
14225.875,0.07983,-1.00293,-0.23706,1.03365,0.00647,0.00035,0
14227.331,0.08350,-0.99292,-0.23755,1.02435,0.00930,0.00040,0
14228.791,0.07642,-0.99438,-0.24854,1.02782,0.00347,0.00041,0
14230.245,0.07764,-0.99292,-0.24634,1.02596,0.00186,0.00042,0
14231.707,0.07788,-0.99976,-0.24585,1.03248,0.00652,0.00046,0
14233.164,0.07910,-0.99609,-0.24194,1.02810,0.00438,0.00045,0
14234.621,0.07788,-0.99780,-0.23877,1.02892,0.00082,0.00045,0
14236.076,0.08032,-0.99829,-0.24365,1.03073,0.00180,0.00040,0
14237.529,0.07861,-0.99316,-0.24194,1.02523,0.00550,0.00041,0
14238.984,0.08081,-0.99902,-0.24561,1.03194,0.00671,0.00045,0
14240.443,0.08057,-0.99634,-0.24023,1.02805,0.00389,0.00045,0
14241.921,0.07739,-0.99756,-0.24390,1.02985,0.00180,0.00042,0
14243.378,0.08740,-0.99634,-0.24121,1.02884,0.00101,0.00040,0
14244.834,0.07886,-0.99854,-0.24805,1.03190,0.00306,0.00039,0
14246.291,0.07886,-0.99658,-0.24048,1.02821,0.00369,0.00040,0
14247.750,0.07886,-0.99048,-0.23584,1.02122,0.00700,0.00045,0
14249.206,0.07642,-1.00659,-0.24243,1.03819,0.01697,0.00074,0
14250.669,0.07837,-0.99585,-0.24683,1.02897,0.00922,0.00082,0
14252.130,0.07837,-1.00171,-0.23096,1.03097,0.00200,0.00082,0
14253.587,0.07690,-1.00195,-0.23853,1.03282,0.00185,0.00080,0
14255.045,0.07471,-1.00122,-0.22876,1.02974,0.00309,0.00079,0
14256.501,0.07861,-0.99902,-0.24414,1.03142,0.00169,0.00079,0
14257.958,0.08105,-0.99609,-0.23755,1.02723,0.00419,0.00081,0
14259.450,0.07788,-0.99976,-0.23828,1.03071,0.00348,0.00081,0
14260.906,0.07739,-1.00244,-0.23291,1.03205,0.00134,0.00080,0
14262.365,0.07788,-0.99780,-0.24121,1.02949,0.00255,0.00077,0
14263.906,0.08105,-0.99194,-0.24805,1.02569,0.00380,0.00069,0
14265.363,0.07837,-0.99805,-0.24463,1.03057,0.00488,0.00070,0
14266.821,0.07007,-0.99390,-0.23975,1.02480,0.00577,0.00073,0
14268.274,0.08350,-0.99731,-0.23535,1.02810,0.00330,0.00070,0
14269.728,0.08032,-0.99683,-0.23364,1.02699,0.00112,0.00069,0
14271.184,0.08032,-0.99902,-0.23975,1.03052,0.00354,0.00070,0
14272.642,0.07764,-0.99829,-0.23657,1.02887,0.00165,0.00070,0
14274.104,0.08545,-0.99390,-0.23975,1.02597,0.00290,0.00067,0
14275.581,0.07837,-0.99048,-0.24048,1.02226,0.00371,0.00064,0
14277.039,0.07520,-0.99561,-0.23779,1.02637,0.00411,0.00064,0
14278.496,0.07520,-0.99902,-0.24316,1.03094,0.00457,0.00066,0
14279.987,0.07739,-0.99707,-0.24658,1.03002,0.00092,0.00066,0
14281.445,0.08154,-0.99756,-0.24341,1.03006,0.00004,0.00065,0
14282.909,0.08667,-0.99365,-0.23486,1.02470,0.00535,0.00067,0
14284.367,0.08545,-0.99561,-0.24292,1.02837,0.00367,0.00063,0
14285.826,0.08008,-0.99707,-0.24512,1.02988,0.00151,0.00035,0
14287.283,0.07617,-0.99341,-0.25073,1.02739,0.00249,0.00027,0
